STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00624_01,1,3499320001359,6058202
00528_01,2,4046222418601,579562
02660_01,10,7502001162426,C16040492
00334_01,1,7502009740374,152602
00886_01,8,7501287660312,1505051A
00116_01,3,3499320001328,6021245
00613_01,3,7501088605857,16E23CA
00996_01,6,7501088617959,244578F
02570_09,12,7501384504892,590116
00334_01,1,7502009740374,152602
00469_01,4,7501088507670,AFC315
00976_06,20,7501842901010,612010
00680_01,1,7501094910457,R04141A
01431_03,15,7502009740664,162067
02603_01,1,7502227872192,RED063
02591_02,12,7501092793038,11211456
02737_03,5,7502225092486,L16E0772
