id,cantidad,codi,lote
01271_01,1,7501493866331,BF00714Q
02491_01,1,7501043160971,F75C
02496_01,2,7501072350299,4SL26
02784_01,3,7501752513204,15013
02794_01,4,7502213040024,5C065
02899_01,3,7501108767923,j59012
00523_01,2,7501037950519,556647
00057_01,20,785118752521,3L3210
02741_01,1,7501303457513,51255B
00437_01,1,7501672690177,4121952
