ID,CANTIDAD,CB,LOTE
02657_01,8,7501258207584,152278
02786_01,18,300055501638,m69000
01555_01,4,300090050139,002bb
01885_09,14,7502211780915,R1502533
01370_01,2,7501088509902,AEL317
01079_01,3,7501314703111,S41960
02225_01,18,7501409201096,215399
01782_02,3,7501098606103,2000312F00
02846_01,2,7503003134701,1405070
00008_01,3,7501318635784,BXH5AB1
02578_01,4,7501871721160,75370
01262_01,12,7501314705542,s5j547
00624_01,4,3499320001359,5058103
01008_01,3,7501098621175,eabe
00023_01,11,7502003380538,5627
02807_01,8,7502211784241,r1511033
00138_01,5,7501303443530,XB30CC7
00679_01,10,7501108712213,l96795
00045_02,10,7502247372498,L15H1011
00256_01,2,7501871720767,97821
02807_01,2,7502211784241,R1511033
00786_01,3,3393370037415,HA9V
00798_01,1,7501109904457,ac7243
02789_01,3,7501123013807,126718
00191_01,3,7501299306468,K10235
01126_01,13,7501328980119,30199
02770_05,2,7501125104664,a14d278
00527_01,3,7501088606403,15f16ja
02846_01,1,7503003134701,1405070
00642_01,2,780083142827,15340612
