id,cantidad,codigo de barras,lote
00965_01,3,7501326000888,1506616
00009_01,8,7501871720446,97025
00836_04,14,7841141003436,59588
00098_08,15,7502208892232,509360
02657_01,4,7501258207584,152278
01053_01,6,8430308015901,34k
00787_01,15,7501124855208,1509191
02664_01,24,7503003738879,150364
00528_01,1,4046222418601,477214
02557_02,20,7501033953354,50072nr
01881_01,8,7502223112223,15jx06
00836_04,6,7841141003436,59588
02570_06,5,7501075717518,190045
02811_05,30,7501559602453,am034b
00836_04,6,7841141003436,59588
01436_01,3,7501326001977,1505171
00038_01,1,7501089800664,15060075A
01436_01,1,7501326001977,1507081
00038_01,1,7501089800664,14100090
