ID,CANTIDAD,CB,LOTE
03000_01,2,7503007822338,ec71047
02552_01,10,7501165005563,10000681
00786_01,12,3393370037415,m36x
02552_01,6,7501165005563,10000681
02552_01,3,7501165005563,10000681
00449_01,5,7501406829002,C776968
02552_01,1,7501165005563,10000681
02697_01,5,736085904727,4015006
02876_01,12,7502213040031,6B042
01370_01,5,7501088509902,AFG313
00691_01,4,7502009740299,160219
00759_01,3,7501277060030,0944D014
01263_01,3,7501303437003,XB30DXBA
02770_07,2,7501384506070,7211115
02738_01,1,5034642032575,6ZP6217
01262_01,9,7501314705542,S6D279
00418_01,3,7501289511261,16HG027
01555_01,2,300090050139,657cb
00276_01,5,7501050611404,M004098
02696_01,2,7502213040505,6H225
02696_01,1,7502213040505,6H193
