STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00093_02,1,7501573904151,SA1624
00319_01,1,7501050611053,L046142
00884_01,3,7502227872123,RRC051
02579_01,2,7501165006386,5MXA013
01893_01,3,721734682019,15070004
02845_01,3,7502009743856,160950
02845_01,1,7502009743856,160155
00057_01,4,785118752521,SF1670
00187_01,2,7501559604525,W43701
02769_05,15,7502216798373,16B030
00045_08,10,7502223112438,15KY42
02625_04,3,7501573900528,SH1531
00567_01,1,3499320001168,5079111
00037_01,2,7501089800060,15120076
00138_01,1,7501303443530,XB30CC7
00469_01,2,7501088507670,AFC315
