id,cantidad,codigo de barras,lote
00692_01,20,7501075719260,920125
00376_05,10,7502009740657,153053
01893_02,3,721734682019,TH68202
01893_02,1,721734682019,15030027
01479_06,20,7502261160262,50875
00648_01,6,3499320001595,3015006
00528_01,10,4046222418601,477214
00310_01,8,7501836003256,15g018
01008_01,5,7501098621175,cp0122
02193_01,1,7501033952784,57237MC
02680_04,10,7502009740558,152830
02572_01,10,7502216796126,15H023
00115_01,4,3499320001335,4022060
02945_02,7,7503001007076,s5562
