STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00810_01,4,7501871720675,78025
00775_01,2,7501088505485,AEL722
00186_01,1,7501037905588,507684D
00186_01,1,7501037905588,506549A
00227_01,3,7501122960317,151542
02557_02,1,7501033953354,60145NR
02863_01,10,7501287613516,804BD
00545_01,4,7501573921264,SD1601
00330_01,4,7501825300946,527H
02601_01,1,7501109904792,AE5457
02796_05,20,7502227874202,RRG010
02621_08,10,7502225092479,L16E0769
02251_01,1,7501201401663,92389
00642_01,4,780083142827,16340793
01897_13,1,7501125167232,U16A058
02781_01,1,7503001007137,S6215
01024_01,1,7501109901609,AF2840
02834_04,5,7502211788515,R1605899
02808_01,6,7501109763436,160133
