ID,CANTIDAD,CB,LOTE
01375_01,10,7501303451559,5425AF
00511_01,3,7501752512917,15040
02815_01,4,7502009742149,155301
00362_01,4,7501314702640,S6D216
01375_01,2,7501303451559,5425AF
02905_01,1,7501108767893,m96754
02899_01,1,7501108767923,n26756
00880_01,1,7501088618109,264765f
02791_01,3,7501752514928,15045
01238_01,1,7501043111959,vd0180
01008_01,5,7501098621175,fp0084
00434_01,2,7501303436501,XB20ELUC
00376_05,3,7502009740657,160144
00055_01,13,7502211780359,r1605880
01855_02,3,7501258205733,160417
00138_01,5,7501303443530,xb30e6b
00691_01,1,7502009740299,160219
01033_01,4,7501094913809,h0021
02905_01,2,7501108767893,m96754
02899_01,2,7501108767923,n26756
00282_01,3,7502216798120,15j191
00376_05,6,7502009740657,160144
00138_01,4,7501303443530,xb30e6b
00135_01,1,7502209290068,1500106
00884_01,6,7502227872123,rrc053
02802_01,5,7501573900146,se1636
01008_01,5,7501098621175,fp0083
01854_01,10,7501842900341,611007
01503_01,8,7501825300120,162J
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
