ID,CANTIDAD,CB,LOTE
00256_01,2,7501871720767,98058
02875_01,2,7501471888089,127882
01436_01,3,7501326001977,M004360
00362_01,4,7501314702640,S5J530
02693_04,5,7502213040987,5M377
02945_02,2,7503001007076,S5562
00069_01,1,7502223112452,15JX41
00055_01,5,7502211780359,R1602477
00624_01,2,3499320001359,5058105
02592_01,2,7501043149921,L5012
00377_01,10,7501258205092,160279
00624_01,2,3499320001359,5058105
01945_06,12,7501277093595,1846H15A
02815_01,2,7502009742149,152031
02807_01,10,7502211784241,R1512277
01029_01,2,7501123014743,5H0125
02611_01,8,7502211784180,R1511152
02618_01,16,7502009741784,152662
01885_03,16,7501573902614,L1606
02691_01,2,7502211780045,R1512307
00499_01,1,7501109790029,4J140
02783_01,1,7502211780724,R1507346
01135_01,1,7501298216409,17622
00735_01,7,7501050693806,5KTLDCW004
01922_01,4,7501109904143,FDZTW00
01555_01,3,300090050139,2BB
02552_01,15,7501165005563,10000681
01135_01,1,7501298216409,17622
00264_01,2,7501033920325,58011MC
00264_01,3,7501033920325,58011MC
02945_02,1,7503001007076,S5562
02783_01,1,7502211780724,R1507346
00348_01,9,7501122900788,W1314
00885_01,7,7501258205870,152148
01135_01,1,7501298216409,17622
01555_01,2,300090050139,2BB
02552_01,20,7501165005563,10000681
