STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00843_02,1,7501108762997,95005
00343_01,2,7501298234809,M54424
02885_12,5,7502261160385,50565A
02643_04,20,7502231320337,1503007
02880_01,20,7502226290102,1508035
00292_08,10,7501537102845,5112827
00175_01,1,7501008465653,6U5753C
