STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00038_01,4,7501089800664,16030060
02772_01,3,7501258206723,152340
00269_01,12,7501277060047,0808d16b
00525_01,3,7501101612282,16B210V1
00227_01,6,7501122960317,134167
01552_01,2,3499320001946,5074148
01912_02,1,7502211780373,R1603589
00722_01,2,7501095435027,AAH2592
00377_01,2,7501258205092,160283
00767_01,2,7501287619105,1503361A
02689_01,3,7501088504532,P1311
02582_01,10,7502003380149,6082
00208_01,4,7501050610674,M024990
02591_02,6,7501092793038,11211456
00886_01,5,7501287660312,1505051A
00168_01,2,7501050615112,N160110
01881_01,1,7502223112223,15LZ07
00528_01,1,4046222418601,579562
02682_04,7,7502216796331,1.6E+179
02485_01,1,7501070615277,472DS070
00525_01,2,7501101612282,16B210V1
01024_01,4,7501109901609,AF2840
00794_01,3,7501082212150,655747
00201_01,3,7501836000118,16G011
00525_01,1,7501101612282,168210V1
01436_01,1,7501326001977,M012203
02591_02,2,7501092793038,11211456
01079_01,2,7501314703111,S6B973
