id,cantidad,codigo de barras,lote
00469_01,14,7501088507670,aeg333
01774_01,4,7501046427576,1515900056
00282_01,3,7502216798120,15c091
02844_01,10,7501573904212,sj1525
00642_01,4,780083142827,15340612
02602_05,17,7501573904847,sh1525
01377_01,17,7501165001619,4f094a
02586_01,1,7501088507878,adm351
02586_01,1,7501088507878,adm351
02586_01,2,7501088507878,adj358
02586_01,1,7501088507878,acl305
02586_01,6,7501088507878,ack386
02586_01,2,7501088507878,acl305
02967_01,2,7503007822635,EP50953
02242_01,4,7501314701766,s5j494
02630_01,3,7501573900405,sg1521
02656_01,10,7501250829876,50223
00284_01,1,300093644045,aa0588
01452_01,10,7503001007250,T5576
