STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00722_01,5,7501095435027,aah2592
02698_01,5,7501109901616,ae8047
00613_01,15,7501088605857,16e23ca
00292_01,2,7501573934172,SL1505
00726_01,2,7501089804013,16040118
00379_01,4,736085401226,4014365
00168_01,2,7501050615112,N160110
00168_01,1,7501050615112,M660112
00180_01,10,7896116880543,BS01D5N
00180_01,1,7896116880543,BS01DN5
00612_01,5,7501088607806,15L09L
01881_01,14,7502223112223,15LZ07
00674_01,3,7501075713770,501586
02689_01,15,7501088504532,p1311
