STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00191_01,1,7501299306468,L03002
01450_05,3,7501573900337,SC1622
01874_01,2,7501573903260,LD1610
02872_01,1,7501298204970,M54838
