ID,CANTIDAD,CB,LOTE
02634_01,2,780083139568,16140312
02634_01,1,780083139568,16140312
01033_01,2,7501094913809,H0019
00231_05,5,780083144296,16141039
01262_01,2,7501314705542,s6d279
00602_01,1,7501108718147,M84223
00290_01,10,7501033953507,61006MC1
00469_01,5,7501088507670,AFC315
01912_02,2,7502211780373,r1603589
00679_01,5,7501108712213,M57675
00334_01,5,7502009740374,161347
01370_01,2,7501088509902,afd399
01033_01,1,7501094913809,H0018
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
00067_01,1,7500000000000,139148
