STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00093_02,1,7501573904151,SA1624
02689_01,1,7501088504532,P1266
00965_01,4,7501326000888,L040244
01241_01,2,7501070635756,1510
01241_01,1,7501070635756,155
00810_01,40,7501871720675,77555
02582_01,20,7502003380149,6082
00377_01,6,7501258205092,160378
00815_01,5,7501094910556,T6008
00469_01,5,7501088507670,AFC315
