STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00131_04,8,7501573900535,SI1619
02627_06,1,7501537102319,6101951
01361_01,9,7501008497562,6C023
02139_01,5,7501125131011,A15T081
01431_03,9,7502009740664,162277
01494_03,3,7501573902782,LG1601
02413_01,5,7501088575495,AFE403
02568_01,4,780083141578,16341424
01494_03,2,7501573902782,161601
01852_01,1,7502009740497,153868
01852_01,3,7502009740497,161076
00131_04,4,7501573900535, SI1619
02627_06,1,7501537102319,6101951
02664_01,5,7503003738879,160580
00694_02,2,7501123014101,159491
01263_01,1,7501303437003,xb30dxba
00773_01,1,7501300406651,602108
