STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00802_01,6,7501098604116,PDKC
00802_01,2,7501098604116,PCLX
00191_01,3,7501299306468,105195
02711_01,2,7501298213569,M61795
02711_01,1,7501298213569,M5485
00727_01,1,7501089804310,16040056
00727_01,2,7501089804310,16030104
00037_01,4,7501089800060,15120075
02576_01,24,7501871720552,98693
00938_01,1,7501298234700,M55316
02281_01,1,7501098605755,72534
03014_01,6,7502005861028,155115
01310_01,1,7503006698323,04DIC15/03
00815_01,1,7501094910556,T6008
00674_06,2,7501075718911,500610
00528_01,1,4046222418601,579562
02711_01,2,7501298213569,M61795
