STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00836_04,2,7841141003436,59588
00712_04,5,7501537102357,5123234
02823_01,4,7502216791527,16A261
01552_01,1,3499320001946,5074118
00337_01,2,7501033920356,58278MC
01079_01,2,7501314703111,56B973
00855_01,19,7501842900884,513005
01889_03,3,7501573900153,SF1522
01304_01,20,7501092779278,11189983
00778_01,3,7502009744433,152071
00623_01,2,7501871730315,98604
01304_01,7,7501092779278,11189983
02885_12,7,7502261160385,50565A
02780_02,3,7502240450230,150964
00024_01,3,7503001007069,S5793
01885_03,3,7501573902614,LA1606
00976_01,5,656599041216,151319
