ID,CANTIDAD,CB,LOTE
02245_01,2,7501109904440,AF0166
00069_01,4,7502223112452,16DP07
00187_05,3,7501349029330,16U452
00376_07,10,7501573904687,C1603
00256_01,1,7501871720767,98723
02615_01,3,7502009741296,161846
02872_02,2,7501125101069,N16U051
01126_01,1,7501328980119,10979
00131_04,5,7501573900535,SI1619
01211_01,2,7503007822154,FS60A93
02919_01,4,7501165006331,6F28894
01912_02,1,7502211780373,R1510852
00376_07,15,7501573904687,C1603
02876_01,9,7502213040031,6B042
00256_01,10,7501871720767,98723
00124_01,6,7501287678171,1601151A
02553_01,6,7501165006171,551174
01008_01,4,7501098621175,FP0084
00218_01,7,7501825300373,773J
00167_01,2,7501050613965,M820124
01641_01,3,7502009744440,151956
00260_01,3,300090760045,N23233
02863_01,6,7501287613516,804BD
01335_01,12,7501298216201,18581
01912_02,1,7502211780373,R1603589
