id,cantidad,codigo de barras,lote
02591_02,1,7501092793038,11154156
00836_04,8,7841141003436,59183
00924_01,15,7501573900900,sa1544
00700_01,2,780083140595,15140741
02023_01,1,7501088507755,585
01920_08,5,7503000422283,152043
01928_01,17,7502227871799,rvn069
00420_01,1,7501082208733,c381951d
