STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00910_01,19,7501326008402,L047620
01341_01,9,7501250813530,60123
00226_01,2,7501250813363,60026
01241_01,3,7501070635756,1510
01241_01,1,7501070635756,159
00899_01,1,7703331157506,53354A
01361_01,8,7501008497562,5K003
02579_01,2,7501165006386,5MXA012
00965_01,17,7501326000888,L040244
02865_05,2,7501573900542,SL1428
00067_01,2,7501122961017,138446
00319_01,6,7501050611053,L046521
00324_01,2,7501082224214,560045
02698_01,3,7501109901616,AC7224
01505_01,1,7502009740367,160786
02808_01,6,7501109763436,16D133
