ID,CANTIDAD,CB,LOTE
02876_01,2,7502213040031,6B042
02618_01,10,7502009741784,160172
00866_01,4,7501043163637,C705862
00810_01,3,7501871720675,78222
00679_01,4,7501108712213,M57673
00810_01,3,7501871720675,78222
02835_01,2,7502001162013,16051236
01922_01,34,7501109904143,FJZTN00
00824_01,2,7501050693530,L046989
00135_01,5,7502209290068,1500106
00324_01,1,7501082224214,C334181D
02016_02,1,8054083005058,55094LX02
02648_01,6,7503001007649,ld1611
01912_02,10,7502211780373,r1510852
00334_01,8,7502009740374,152602
01505_01,6,7502009740367,160786
02552_01,18,7501165005563,10000681
00534_05,7,7501277060023,1017d16
00323_02,2,7501825301875,309j
01881_01,4,7502223112223,16am29
01881_01,6,7502223112223,16am29
02999_01,2,7503007822321,fc70195
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
