STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
01440_05,2,780083148645,16142485
02772_01,6,7501258206723,161062
02880_14,10,7501471888621,135374
00657_21,5,7502240450636,160574
00373_06,15,7501573900733,sg1630
02845_01,3,7502009743856,163434
00292_01,2,7501573934172,sg1608
02880_14,8,7501471888621,135374
00227_01,4,7501122960317,165930
00373_06,10,7501573900733,SG1630
02880_14,4,7501471888621,135374
02656_03,1,785120755022,6F733
01094_01,2,7501092778226,11245083
01304_01,15,7501092779278,11240558
