id,cantidad,codigo de barras,lote
02837_01,2,7502216796003,14l290
02837_01,10,7502216796003,15C051
01053_01,8,8430308015901,3j
00274_01,8,7501033953002,32004MC
00657_01,12,7503003738510,150097
00371_01,15,785118752866,5D956
01490_09,40,7501644707230,410042
00722_01,10,7501095435027,4K839191
02696_01,31,7502213040505,5a013
02762_01,70,785120754827,5C717
02600_01,6,7501075711615,170074
01897_08,8,7501842900013,505033
00012_01,2,7501092708032,11029628
00012_01,2,7501092708032,10990137
01376_01,8,7501201400659,87715
02600_01,1,7501075711615,170074
02653_01,5,7502216793439,14J212
02653_01,6,7502216793439,14GO19
00292_01,20,7501573934172,sk1458
02582_01,2,7502003380149,4578
00694_01,1,7501300408204,411848
00052_01,3,7501446000553,150145
02953_01,10,7502257270036,11104718
02789_01,2,7501123013807,1175060
00256_01,5,7501871720767,97289
00119_01,1,7501043110778,14F002
02931_01,1,7501033957871,53107mc
00499_01,1,7501109790029,4J140
00273_01,5,7501349028982,B15E106
02281_01,9,7501098605755,71052
02592_01,2,7501043149921,A5002
00798_01,3,7501109904457,AA2243
02663_01,40,7501573900023,SB1556
00546_01,6,785120753349,5F1571
00657_01,18,7503003738510,150097
01897_08,1,7501842900013,505033
00675_01,5,7501328979564,5MXA007
00525_01,8,7501101612282,14M219V1
00510_01,10,7501390911226,411335
02800_01,10,7501672602972,4030561
00437_01,5,7501672690177,4121952
