ID,CANTIDAD,CB,LOTE
00501_01,1,7502003388053,6431
00053_01,5,7501752514614,16070
02972_01,2,7502227871683,rp095
02696_01,6,7502213040505,6H225
02945_02,3,7503001007076,S5562
01912_02,6,7502211780373,r1510852
01945_05,10,7502227870129,rln046
02807_01,14,7502211784241,r1602522
00053_01,5,7501752514614,16070
00290_01,8,7501033953507,64001MC2
00053_01,5,7501752514614,16070
00259_01,2,7501109900503,AE3961
01143_04,14,7501349024984,N16M02
02770_07,4,7501384506070,7211115
02945_02,3,7503001007076,S6321
01143_04,1,7501349024984,N16M020
