STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00613_01,2,7501088605857,16F10BF
00712_07,15,7503004908691,1606899
02582_01,8,7502003380149,6296
02649_03,20,7501563370720,602212
02769_06,20,7502001162976,16071605
00292_01,20,7501573934172,SG1608
02678_12,20,7501573900108,SD1668
00789_01,40,7501130713158,4606090
00047_01,17,7501142911306,5084813B
02664_01,12,7503003738879,150932
02872_02,16,7501125101069,n16u051
02578_01,5,7501871721160,78562
00373_02,15,7501349012943,N16J066
01505_01,10,7502009740367,1601386
00523_01,4,7501037950519,655415
01361_01,4,7501008497562,6c022
01304_01,26,7501092779278,11218837
02786_01,5,300055501638,n54366
00256_01,26,7501871720767,97822
00810_01,10,7501871720675,78238
