STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02569_01,2,7502227870150,RRL093
01361_01,3,7501008497562,5L009
02875_01,1,7501471888089,128382
01492_01,5,7501871720606,22516
02845_01,5,7502009743856,160950
00810_01,6,7501871720675,76977
00472_08,12,7501573902928,cd1615
00116_01,1,3499320001328,6021215
00337_01,1,7501033920356,61235MC1
00483_01,10,7501165000179,6MXA004
00418_01,5,7501289511261,16HG016
02678_01,10,7501842900099,601034
00665_03,5,75006440,720776
00810_01,2,7501871720675,76977
02845_01,4,7502009743856,160950
01724_01,2,7502009744587,151107
00794_01,3,7501082212150,655747
01361_01,2,7501008497562,5L009
