STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
01361_01,2,7501008497562,5L009
00754_01,8,7501201490797,89715
02845_01,3,7502009743856,160950
02801_01,10,7502216792197,16A027
00373_02,7,7501349012943,N16J067
02623_06,3,7502009740466,161514
02579_01,10,7501165006386,5MXA013
01424_01,3,7501573900276,SB1604
00377_01,5,7501258205092,160378
00283_01,4,7502227870259,RRD110
00615_01,2,7501871720507,98105
01881_01,15,7502223112223,15LZ07
02772_01,2,7501258206723,152340
02668_01,7,785118752705,6c323
02591_02,7,7501092793038,1119430g
00038_01,2,7501089800664,16010131
00754_01,3,7501201490797,89715
00343_01,6,7501298234809,M55321
00937_01,5,7501298234908,M61119
00119_01,1,7501043110778,15000
00966_01,2,7501082212198,559957
02139_01,5,7501125131011,A15A608
