id,cantidad,codi,lote
00836_02,11,7501109904334,AA1078
00330_05 ,8,7501825302599,892g
02568_01,22,780083141578,15340695
01094_01,6,7501092778226,11148216
02885_01,2,7501573900955,SF1509
00735_01,10,7501050693806,5KTLDCC001
01376_01,10,7501201400659,88085
,,,
