STOCK ID ,CANTIDAD,codigo de barras,Lote
00258_01,4,7501165006683,5MXA025
00866_01,15,7501043163637,C699345
00135_01,4,7502209290068,M109F01
00022_02,1,7502006922742,5G724
00871_01,5,7501043163057,1431100006
00866_01,10,7501043163637,C699345
02671_01,3,8430308010258,514311
00135_01,5,7502209290068,M109F01
00388_01,5,7501072300102,5V7354
