ID,CANTIDAD,CB,LOTE
01370_01,1,7501088509902,adf321
01886_06,10,7501573905417,lb1606
01370_01,4,7501088509902,AEJ386
01555_01,6,300090050139,2BB
00434_01,2,7501303436501,XB30B9NB
01370_01,2,7501088509902,AEJ386
01375_01,2,7501303451559,52228A
00026_01,4,7501123012107,5K0174
01855_02,4,7501258205733,151571
00418_01,3,7501289511261,15HG088
00254_01,2,7501089802989,1505011
00779_05,25,7501349028975,n16e081
00511_01,3,7501752512917,13096
03001_01,5,7503007822345,EC70722
00095_02,10,75006471,800065
02553_01,36,7501165006171,520937
00099_01,5,7501349021037,115754
01375_01,2,7501303451559,52228A
00254_01,1,7501089802989,15050013
03001_01,1,7503007822345,EC71094
