ID,CANTIDAD,CB,LOTE
01492_01,2,7501871720606,22275
02413_01,6,7501088575495,afb378
00499_01,6,7501109790029,16d132
00323_05,2,7502211788690,R1603592
01436_01,1,7501326001977,m004360
00754_01,3,7501201490797,89715
00467_01,6,785118752347,6b294
00323_05,1,7502211788690,r1603592
00754_01,6,7501201490797,89715
02697_01,1,736085904727,4014856
00282_01,2,7502216798120,15J191
01126_01,2,7501328980119,10960
01499_01,4,7501258203586,160376
02587_01,10,7501573900115,se1601
01641_01,15,7502009744440,160972
02697_01,1,736085904727,4014708
