STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02814_02,1,736085053876,4013672
00502_01,4,7501298234601,M56129
01304_01,36,7501092779278,11197437
00371_01,5,785118752866,6B287
00810_01,10,7501871720675,78025
00924_01,2,7501573900900,SE1623
02885_01,4,7501573900955,SC1616
00528_01,1,4046222418601,579562
01552_01,2,3499320001946,5074148
00659_01,1,7501201448088,F49593
00093_02,4,7501573904151,SA1624
00472_08,3,7501573902928,CD1615
01304_01,12,7501092779278,11197437
00545_01,7,7501573921264,SD1601
