id,cantidad,codigo de barras,lote
00610_01,2,7501072340665,4H321NA
02660_01,3,7502001162426,C14101206
00419_01,4,7501082208702,554821
02811_05,10,7501559602453,lh036b
01920_10,20,7501825301325,138G
02582_01,10,7502003380149,4578
00674_01,1,7501075713770,501125
00564_01,4,7501094914882,1646286
02772_01,5,7501258206723,150697
00528_01,1,4046222418601,472735
00528_01,3,4046222418601,474551
02570_12,6,7501075719208,190064
00615_01,8,7501871720507,97439
02582_01,10,7502003380149,4578
01880_01,6,7501349020856,A15M536
01440_04,10,7501258204002,141538
01893_01,1,721734682019,5590351274
01893_01,2,721734682019,14120080
00965_01,3,7501326000888,14P3553
00965_01,7,7501326000888,1503844
02625_04,2,7501573900528,SA1432
02659_01,15,7502227871416,RRM046
00610_01,1,7501072340665,4H321NA
00679_01,2,7501108712213,L21130
02855_01,1,656599040486,ES14SEG07
02573_01,2,7501287621009,1448028
02504_04,10,7501559610205,CM024A
00419_01,2,7501082208702,554821
00483_01,6,7501165000179,5MXA010
00852_01,5,7501075715095,740134
00252_01,10,7501298205021,M50862
01893_01,1,721734682019,14120080
00679_01,3,7501108712213,L21130
02861_01,35,7501123013302,114702
02623_07,40,7502216792821,14K263
00186_01,4,7501037905588,402754D
02711_01,10,7501298213569,M50499
01271_05,4,7501493975002,BF081149
00201_01,2,7501836000118,15C051
00565_01,3,7501075710786,110145
01440_04,8,7501258204002,141538
