id,cantidad,codigo de barras,lote
00727_01,3,7501089804310,14060160
02692_01,6,7502227870532,RVD082
02736_01,1,7501088507472,15C09
02592_01,8,7501043149921,A5002
01094_01,5,7501092778226,10970917
01493_02,5,780083144814,15140794
00680_01,3,7501094910457,P00245A
02697_01,3,736085904727,4013576
02697_01,5,736085904727,4013246
02923_01,6,7501088619700,57903
00694_01,15,7501300408204,411848
00627_01,9,7501672600343,4040789
01241_01,1,7501070635756,148
01238_01,3,7501043111959,UA0163
00833_01,3,7502009744570,151102
02591_02,6,7501092793038,11116689
,,,
,,,
