ID,CANTIDAD,CB,LOTE
00937_01,8,7501298234908,M61118
00418_01,2,7501289511261,16HG016
02648_01,2,7503001007649,LA1623
00187_01,2,7501559604525,w43701
01492_01,4,7501871720606,22275
00187_01,1,7501559604525,w43701
,,,
