id,cantidad,codigo de barras,lote,,
00376_05,6,7502009740657,151861,,
00804_01,4,7501082212167,c199373d,,
02557_02,7,7501033953354,50072NR,,
00493_01,2,7501049721114,BF201302,,
00659_01,2,7501201448088,f47076,,
00376_05,6,7502009740657,151861,,
00810_01,3,7501871720675,76371,,
00965_01,8,7501326000888,1504561,,
02737_01,12,7502213041106,5a007,,
00269_01,20,7501277060047,2628J14B,,
,,,,,
,,,,,
