STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00469_01,4,7501088507670,AFC315
00810_01,20,7501871720675,76977
00227_01,2,7501122960317,138720
00415_01,1,8400000729,4J023
02914_01,8,8430308012658,3K
01238_01,2,7501043111959,UM0257
02678_01,5,7501842900099,601012
01920_08,7,7503000422283,161526
00496_01,20,7501573900320,SC1630
