STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
01774_01,8,7501046427576,16091000041
00472_08,1,7501573902928,CD1615
00377_01,6,7501258205092,160283
00687_07,2,7502208892256,509276
00098_11,1,7502231320474,M1603009
00098_09,6,7503001007052,C6422
00675_01,30,7501328979564,5MXA012
01897_11,40,7503004908776,1606742
02591_02,1,7501092793038,11211456
02678_02,8,780083141455,16141464
02861_01,5,7501123013302,130617
00373_06,20,7501573900733,SH1643
00045_08,20,7502223112438,15ky43
00227_01,6,7501122960317,151542
00377_01,2,7501258205092,160283
02900_01,10,7501082242386,C596660
00659_01,10,7501201448088,F49593
00324_01,5,7501082224214,560045
02570_01,20,7502227871508,RNP037
