STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00613_01,7,7501088605857,16F10BF
00810_01,14,7501871720675,76704
01660_01,1,7501050613422,M025673
00612_01,2,7501088607806,16E10S
00613_01,4,7501088605857,16F10BF
00612_01,1,7501088607806,16e10s
00613_01,2,7501088605857,16f10bf
02608_01,60,7501836009661,16F049
02840_01,4,7501188801227,122111
01881_01,1,7502223112223,16AM29
00965_01,28,7501326000888,L046629
00815_01,10,7501094910556,T3167
02659_01,4,7502227871416,RR053
00680_01,5,7501094910457,R04646A
