STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
01774_01,3,7501046427576,16138000343
01091_01,1,7501122962007,110671
03029_01,2,7501098610049,72723
02557_02,4,7501033953354,64086NR
00613_01,4,7501088605857,16H0288
02801_01,8,7502216792197,1GG137
00527_01,2,7501088606403,16F22FA
00002_03,2,7502009744891,152600
00284_01,1,300093644045,AE7542
00938_01,7,7501298234700,M62206
02468_01,5,3393370037385,HFSP
02307_01,8,7501300408556,607409
01897_13,15,7501125167232,U16G066
00469_01,1,7501088507670,AFE366
00615_01,15,7501871720507,98233
02914_01,2,8430308012658,3K
00938_01,4,7501298234700,M62206
00201_01,10,7501836000118,16G011
