ID,CANTIDAD,CB,LOTE
00266_01,2,7501070903411,I1603237
01678_01,1,7501130713868,4606040
00256_01,1,7501871720767,98722
02691_01,5,7502211780045,R1607201
02664_01,3,7503003738879,150932
01143_01,4,7501326002912,M026529
00258_01,6,7501165006683,6mxa008
01886_06,76,7501573905417,LD1601
00031_02,4,780083148584,16142666
02648_01,24,7503001007649,LD1611
02691_01,11,7502211780045,R1607201
00329_01,3,7506205804847,ZL6DFL
02469_01,1,8717405008471,53250346HB
02469_01,1,8717405008471,60240346HA
01370_01,5,7501088509902,AFG313
00779_01,8,7502009744976,160522
01945_05,7,7502227870129,RLN046
03001_01,3,7503007822345,FC70677
03009_01,5,7501092774730,336920
00996_01,6,7501088617959,248379F
01310_01,1,7503006698323,4ABRI16/09
01678_01,1,7501130713868,4606040
00665_01,2,7501439310089,604048
00290_01,3,7501033953507,62016mc
00657_21,4,7502240450636,160175
00124_01,2,7501287678171,1601141a
02023_01,4,7501088507755,721
